H1,H2,H3,H4,D1,D2,D3,D4,Cost,Fidelity,V1,V2,V3,V4
0.5285803894465122,0.014295885021704731,0.25223830919665974,0.20488541633512336,0.244582462650217,0.28010787156940536,0.2608106451988049,0.21449902058157266,0.3596634983168245,0.3935397545878881,4416.0,3021.0,3985.0,-2774.0
0.5255906966166745,0.014857566037784957,0.2520853859709191,0.2074663513746214,0.24164646926256536,0.2815013318681697,0.2680281779031174,0.2088240209661476,0.35685699268198895,0.39258577529641114,4416.0,3021.0,4045.0,-2774.0
0.5230003640630061,0.015132197160930965,0.2515370661773105,0.21033037259875229,0.24291817961131143,0.28233194363881037,0.27362767351742767,0.20112220323245059,0.3534204205782756,0.389455360228765,4416.0,3021.0,4105.0,-2774.0
0.5233230609929869,0.015183429349983171,0.25030520055766475,0.21118830909936517,0.2434783061755946,0.28000144448113723,0.2785224917148231,0.19799775762844524,0.3481558863815329,0.3888033573332361,4416.0,3021.0,4165.0,-2774.0
0.5214524011790139,0.015849467353126954,0.24958281091817283,0.21311532054968638,0.2445431714235699,0.2813555848112427,0.28605894998263265,0.18804229378255452,0.34529708222080596,0.3860604566080762,4416.0,3021.0,4225.0,-2774.0
0.5206690017329928,0.016751809381117498,0.24692310104532422,0.21565608784056553,0.2458768439179251,0.2804901597977213,0.2908155534796664,0.1828174428046871,0.34181439565761007,0.3860558837726341,4416.0,3021.0,4285.0,-2774.0
0.522261155837981,0.017131197642420028,0.2434936980518104,0.2171139484677886,0.2470706624649591,0.27824103470989714,0.29499943194526873,0.17968887087987512,0.33789104635133677,0.38486603368895383,4416.0,3021.0,4345.0,-2774.0
0.5233532625505424,0.017741687929390185,0.2404334763914575,0.21847157312860985,0.2473416652616884,0.2795099550775149,0.3026197585385681,0.17052862112222855,0.3337218414525997,0.3839831320769651,4416.0,3021.0,4405.0,-2774.0
0.5233691019934864,0.0189499504940508,0.23697802719925265,0.2207029203132102,0.24908381231777266,0.27640475129951714,0.30750027190551527,0.1670111644771949,0.3321720589443034,0.3817649720965786,4416.0,3021.0,4465.0,-2774.0
0.5218695014936745,0.019636402116482803,0.23510502795872454,0.22338906843111803,0.24699440890170687,0.2770046901455543,0.3138247000817989,0.16217620087093995,0.32827567349142633,0.3811279828543226,4416.0,3021.0,4525.0,-2774.0
0.5211437728926234,0.020732780642614218,0.2323579588625274,0.225765487602235,0.24518784260962082,0.2801553576900002,0.3206999796195209,0.15395682008085812,0.32512754298010516,0.3802997861359294,4416.0,3021.0,4585.0,-2774.0
0.5205008188094521,0.02176313304484904,0.23068609477608396,0.22704995336961487,0.25056134350779874,0.2745453352361664,0.32457425510595095,0.15031906615008395,0.32303490869604745,0.37965157132073035,4416.0,3021.0,4645.0,-2774.0
0.5193080988575535,0.022491845710603208,0.22899452326165523,0.22920553217018788,0.25201729627699804,0.27411345144806887,0.3300124680001726,0.14385678427476037,0.32132608420184167,0.37867625174418845,4416.0,3021.0,4705.0,-2774.0
0.5174566823703274,0.023478697464391376,0.22733902848627302,0.23172559167900836,0.25206340904902985,0.273155409509012,0.33559061391479217,0.13919056752716596,0.31896773410618656,0.3766292454621001,4416.0,3021.0,4765.0,-2774.0
0.5170483933904889,0.02399005220243079,0.22419772067761173,0.2347638337294687,0.25062725192755825,0.27633016235560465,0.3418442601964055,0.13119832552043167,0.3148267941546104,0.37367884063622353,4416.0,3021.0,4825.0,-2774.0
0.514318244753075,0.024503714887973684,0.22347653582318783,0.23770150453576352,0.2535334770102699,0.2734861342356446,0.34652559066767297,0.12645479808641258,0.3129778059639586,0.37310007032197456,4416.0,3021.0,4885.0,-2774.0
0.5155670880622956,0.02572084224792093,0.21982910197909902,0.23888296771068449,0.25220648194182504,0.2724935608506995,0.35282247662306904,0.12247748058440645,0.30991414278969787,0.3712195272488529,4416.0,3021.0,4945.0,-2774.0
0.5141182484063372,0.02719336921018128,0.2170516138139641,0.2416367685695173,0.25385167790620183,0.27370330294920153,0.3581624386032795,0.11428258054131701,0.30741255536743,0.3700436329863745,4416.0,3021.0,5000.0,-2774.0
0.5165866740126953,0.02470831894906644,0.22312241339995106,0.23558259363828718,0.25355451555026465,0.27382389848296734,0.35749613370558464,0.11512545226118344,0.3057955483877452,0.3737550878618706,4356.0,3021.0,5000.0,-2774.0
0.517068623369235,0.024868419502470828,0.2230736045032372,0.23498935262505707,0.2510394070438216,0.2764024577533066,0.35804853445775536,0.11450960074511635,0.3065755646535507,0.37501386073547655,4372.370775997582,2966.9919078996068,5044.736050720891,-2732.934383886627
