H_ProbH (%),H_ProbV (%),H_ProbD (%),H_ProbA (%),D_ProbH (%),D_ProbV (%),Unused1,Unused2,Cost,Fidelity,V1,V2,V3,V4
92.70067195285677,7.299328047143227,31.503975737440165,68.49602426255983,74.03726824793132,25.96273175206868,0,0,0.10737666205186303,0.892623337948137,-3539.0,-922.0,4875.0,-2828.0
91.03202848176089,8.967971518239104,42.29637213154682,57.703627868453175,74.26235891422924,25.737641085770758,0,0,0.20914604896235423,0.7908539510376458,-3039.0,-922.0,4875.0,-2828.0
89.34463175869458,10.655368241305418,16.496908147520088,83.50309185247991,72.65556819701955,27.344431802980452,0,0,0.22526089051681242,0.7747391094831876,-4039.0,-922.0,4875.0,-2828.0
82.65517079700037,17.344829202999634,22.284689468527404,77.7153105314726,85.9730754013083,14.026924598691703,0,0,0.2114589528346903,0.7885410471653097,-3539.0,-422.0,4875.0,-2828.0
