Port1_H (%),Port2_H (%),Port3_H (%),Port4_H (%),Port1_D (%),Port2_D (%),Port3_D (%),Port4_D (%),Cost,Fidelity,V1,V2,V3,V4
37.38937987654876,16.551915563864267,38.45459680918688,7.604107750400099,37.02492813164734,15.10755639820734,3.650011427841573,44.21750404230374,0.5607942478887331,0.43920575211126683,932.0,420.0,4272.0,-4680.0
40.87949532479204,13.049850175778566,37.4029214851432,8.667733014286192,37.43993007072639,14.58596035829284,3.1888568867429643,44.785252684237804,0.5433249755135648,0.45667502448643515,1432.0,420.0,4272.0,-4680.0
30.295534901906212,23.663480633817784,39.34401027916935,6.696974185106651,35.49690494919267,16.326402069511765,4.2942812786251325,43.88241170267044,0.6128918078722438,0.38710819212775616,432.0,420.0,4272.0,-4680.0
38.69137802003567,15.0215309763068,34.40441658688018,11.882674416777345,32.18467823045002,19.25081726578309,1.407178437085451,47.15732606668145,0.40287239717643963,0.5971276028235604,932.0,920.0,4272.0,-4680.0
28.321892707485862,25.984973197665212,43.72424037732257,1.9688937175263506,41.36345738191844,10.575887740829138,11.008213204561851,37.05244167269057,0.7955244526556114,0.20447554734438858,932.0,-80.0,4272.0,-4680.0
32.16069415864314,22.01027222704771,41.60307330279648,4.225960311512676,42.00137135705265,9.98075673472099,5.715621621839055,42.302250286387306,0.7274571828662393,0.2725428171337607,932.0,420.0,4772.0,-4680.0
32.80569684477737,21.33778168051984,41.17648468261601,4.680036792086773,35.15327540011479,16.465153980697764,7.439877701226699,40.94169291796076,0.6232008237593261,0.37679917624067394,932.0,420.0,3772.0,-4680.0
33.3963352720459,20.830457686625266,42.09192737184094,3.681279669487899,38.53100823096019,13.614772013045762,9.45606335374079,38.39815640225326,0.6823695321968521,0.3176304678031479,932.0,420.0,4272.0,-4180.0
31.799571023560073,22.132030568670054,39.11301201472994,6.955386393039925,39.4483328223064,12.363136197614098,4.24158967916893,43.946941300910574,0.640816153240062,0.359183846759938,932.0,420.0,4272.0,-5000.0
40.98415559590769,12.75017047975365,35.36844707761197,10.897226846726701,35.8628998057674,16.22353174311794,1.564031165996478,46.349537285118174,0.46031942408270643,0.5396805759172936,1432.0,920.0,4272.0,-4680.0
32.08980365670545,21.481621484022515,35.642409852318096,10.78616500695395,33.86410643542976,18.177728830181263,2.044747192023668,45.913417542365316,0.5172488017929742,0.4827511982070258,432.0,920.0,4272.0,-4680.0
40.724909171118405,12.375425052998203,28.937441098964033,17.962224676919362,29.184052574872656,22.695805399094713,0.16384968056201715,47.95629234547062,0.26672871436196344,0.7332712856380366,932.0,1420.0,4272.0,-4680.0
33.203628244587655,20.772345752857017,39.39903118688912,6.624994815666203,38.425004087314804,13.46213440997161,4.379393025287291,43.73346847742629,0.6206729601770892,0.3793270398229108,932.0,420.0,4272.0,-4680.0
38.385491824271455,15.22885001671222,35.307511520478904,11.078146638537413,37.03678345331079,15.053353568334702,1.5722922086478734,46.337570769706645,0.48198618611311683,0.5180138138868832,932.0,920.0,4772.0,-4680.0
35.43893970228345,18.041835542180333,35.00908174255112,11.510143012985091,31.95191688279303,19.98926924692681,2.075854537990844,45.98295933228931,0.4353375659669313,0.5646624340330687,932.0,920.0,3772.0,-4680.0
37.605561703779536,16.238730714353743,37.58824768962605,8.567459892240677,33.69730475976127,17.922358725750424,3.907465621484713,44.472870893003595,0.49145687256403825,0.5085431274359618,932.0,920.0,4272.0,-4180.0
36.78253841075685,16.490798957973833,33.08580434301141,13.640858288257915,34.855444501968556,16.64832807394081,1.064316084650368,47.43191133944026,0.42910164257358796,0.570898357426412,932.0,920.0,4272.0,-5000.0
44.645695736275385,8.466025946996968,29.159467929564446,17.7288103871632,30.06234313404091,21.479433722493667,0.1498037991466644,48.30841934431877,0.22776172392333205,0.772238276076668,1432.0,1420.0,4272.0,-4680.0
36.044268836991016,16.80878105349273,28.93584838738085,18.21110172213539,28.384278504598505,23.533030595563666,0.321201717949893,47.76148918188794,0.33992529076357436,0.6600747092364256,432.0,1420.0,4272.0,-4680.0
43.35715309333574,8.911704099359266,21.064965778876033,26.66617702842896,23.213276189420405,28.52570841629622,1.0072480577629026,47.25376733652047,0.18849812012503864,0.8115018798749614,932.0,1920.0,4272.0,-4680.0
38.21076137015073,15.12814544768872,33.2801818979016,13.380911284258937,32.94664338243925,18.527259100254728,1.0132373142751754,47.51286020303086,0.3953021355247993,0.6046978644752007,932.0,920.0,4272.0,-4680.0
43.96409575374474,9.013597172807602,28.177220145480653,18.845086927967,29.586729967564608,22.029110835920264,0.22299594612338094,48.161163250391745,0.21118169409513532,0.7888183059048647,932.0,1420.0,4772.0,-4680.0
37.88030266003778,14.942161989073494,27.932733656697533,19.244801694191203,26.661864376811312,24.796507421852358,0.35899674835046574,48.18263145298585,0.2950077506651879,0.7049922493348121,932.0,1420.0,3772.0,-4680.0
41.26895734491408,12.012226058860195,31.176222810825234,15.542593785400483,27.246866335766978,24.133291643510784,1.3246970258083064,47.295144994913926,0.27222612215934194,0.7277738778406581,932.0,1420.0,4272.0,-4180.0
41.24653388452509,11.592776387814911,25.60869565822269,21.5519940694373,28.739328271626967,22.907442920670924,0.2386583386531662,48.11457046904893,0.2308682733360421,0.7691317266639579,932.0,1420.0,4272.0,-5000.0
47.39620008592621,5.311822133095764,21.809390276430786,25.482587504547244,23.812872017111424,28.074483678975014,1.2408285509253745,46.8718157529882,0.11580497269580747,0.8841950273041925,1432.0,1920.0,4272.0,-4680.0
39.045433624425556,13.560329743739153,21.026657969831334,26.367578662003964,22.370921394426666,29.44312290265415,1.1224935956137798,47.063462107305405,0.2740066733405806,0.7259933266594194,432.0,1920.0,4272.0,-4680.0
