H_ProbH,H_ProbV,H_ProbD,H_ProbA,D_ProbH,D_ProbV,Unused1,Unused2,Cost,Fidelity,V1,V2,V3,V4
0.013162717146152506,0.9868372828538475,0.6482980820013888,0.35170191799861117,0.539979450395477,0.460020549604523,0,0,0.9957272846577226,0.004272715342277351,-641.0,-1752.0,3043.0,1597.0
0.04858157151356891,0.9514184284864311,0.680421262650718,0.319578737349282,0.5377479971637813,0.4622520028362187,0,0,0.9662837393986504,0.03371626060134954,-141.0,-1752.0,3043.0,1597.0
0.005065177062694839,0.9949348229373052,0.5823659081251119,0.4176340918748881,0.5333379484196868,0.46666205158031315,0,0,0.9986567592716107,0.0013432407283892936,-1141.0,-1752.0,3043.0,1597.0
0.026422299909842576,0.9735777000901574,0.6556125803112579,0.3443874196887421,0.4750377219818886,0.5249622780181114,0,0,0.9816332872460387,0.018366712753961238,-641.0,-1252.0,3043.0,1597.0
0.005148235141252954,0.994851764858747,0.6364499244298545,0.3635500755701455,0.5451797936333745,0.45482020636662546,0,0,0.9990509231466743,0.0009490768533257281,-641.0,-2252.0,3043.0,1597.0
0.026541022767201983,0.9734589772327981,0.4332799416742676,0.5667200583257324,0.4104836450925266,0.5895163549074733,0,0,0.9797694425593378,0.020230557440662125,-641.0,-1752.0,3543.0,1597.0
0.0183799123964791,0.9816200876035209,0.6792685702526421,0.3207314297473579,0.5418091940610824,0.4581908059389176,0,0,0.9936705428015703,0.006329457198429726,-641.0,-1752.0,2543.0,1597.0
