Port1_H (%),Port2_H (%),Port3_H (%),Port4_H (%),Port1_D (%),Port2_D (%),Port3_D (%),Port4_D (%),Cost,Fidelity,V1,V2,V3,V4
43.335548990534875,10.571687156013772,27.336587705990045,18.7561761474613,42.530745331448536,10.193022751538146,29.85403197209362,17.422199944919704,0.4193140060314492,0.5806859939685508,-1770.0,-2590.0,25.0,3361.0
46.65929741147194,6.612081453642733,20.24129036566496,26.487330769220367,43.652838180978634,9.013894807426706,28.132769345073953,19.20049766652071,0.47371213159446945,0.5262878684055305,-1270.0,-2590.0,25.0,3361.0
40.66413730336053,13.480672656618683,30.430673409828845,15.424516630191942,41.83580253828503,10.900542298610196,30.6583024636101,16.605352699494684,0.475663840077168,0.524336159922832,-2270.0,-2590.0,25.0,3361.0
41.38744996900027,12.208678822516159,22.40622376109976,23.997647447383812,44.3183081281673,8.544431504321338,30.781031734427387,16.35622863308395,0.3714400983861823,0.6285599016138177,-1770.0,-2090.0,25.0,3361.0
46.55087623004338,7.266543205788781,29.277086789045942,16.9054937751219,40.22030241636334,12.37785331487266,26.064255949495756,21.33758831926823,0.44305777117762835,0.5569422288223717,-1770.0,-3090.0,25.0,3361.0
40.8970979371747,13.118751074986578,28.43757055535619,17.546580432482536,46.223444891858534,6.317748146213085,24.2975401806582,23.161266781270193,0.5370350444590041,0.4629649555409959,-1770.0,-2590.0,525.0,3361.0
47.078969876149415,6.47779129524092,26.015186974885662,20.428051853724018,38.64003723538787,14.100598161416734,32.302604212666324,14.956760390529084,0.32627679163388135,0.6737232083661187,-1770.0,-2590.0,-475.0,3361.0
45.39861725760812,7.530826209339963,17.248154170050427,29.822402363001476,43.71569094277092,9.070627806203655,30.86294372563767,16.350737525387768,0.3049362296557151,0.6950637703442849,-1770.0,-2590.0,25.0,3861.0
44.20851251204042,9.429874273158461,28.15178275366889,18.209830461132228,42.76660013964028,9.977109210416854,28.003010682486174,19.253279967456677,0.45329656522588013,0.5467034347741199,-1770.0,-2590.0,25.0,2861.0
47.01684634487263,5.435675164857208,12.395198768151701,35.15227972211846,44.803714642617145,8.102406396516306,29.731308447316724,17.362570513549837,0.19990724869264953,0.8000927513073505,-1270.0,-2590.0,25.0,3861.0
42.57102842139624,10.752616134718606,21.400018160120137,25.27633728376501,43.347927124826455,9.673159181327943,32.17868812202353,14.800225571822068,0.3280693597591351,0.6719306402408649,-2270.0,-2590.0,25.0,3861.0
41.64064936975279,10.980383121549997,12.511733736406283,34.86723377229094,45.99928441178807,7.018609431064353,29.919275694188784,17.062830462958807,0.2577133329195076,0.7422866670804924,-1770.0,-2090.0,25.0,3861.0
47.80303232103642,5.418205170356342,21.14245653195016,25.636305976657063,40.85905705581987,11.773032415041012,30.96623032882916,16.401680200309958,0.3231792190037521,0.6768207809962479,-1770.0,-3090.0,25.0,3861.0
41.97688458248009,11.248903812439783,17.820102724510388,28.95410888056974,47.34104207266704,5.47063592870229,25.7180367991736,21.470285199457066,0.38844655066941014,0.6115534493305899,-1770.0,-2590.0,525.0,3861.0
48.10168190628035,4.929016387155,17.925045305758122,29.04425640080653,40.53298085944802,12.485574880508947,34.858487849272585,12.122956410770453,0.1876029019586073,0.8123970980413927,-1770.0,-2590.0,-475.0,3861.0
44.952569220957564,7.410619561019372,9.110758155324579,38.526053062698495,45.67025200184015,7.362637322085036,30.44622187767984,16.520888798394964,0.1905885814665409,0.8094114185334591,-1770.0,-2590.0,25.0,4361.0
45.478609198633784,7.656092552414689,19.12525237923519,27.740045869716347,43.73014535645074,9.193500857527061,30.93719401621351,16.139159769808682,0.31210359435199453,0.6878964056480055,-1770.0,-2590.0,25.0,3361.0
49.64985662735436,2.8596836920925743,11.679331858562454,35.8111278219906,42.00258548000285,11.139764874238491,34.27488642231942,12.582763223439239,0.05443655986476814,0.9455634401352319,-1270.0,-2590.0,-475.0,3861.0
45.109973553654854,7.908107648589831,17.89668410792866,29.08523468982665,40.28629207832596,12.934727897396531,35.938280749937704,10.840699274339807,0.19479251185409774,0.8052074881459023,-2270.0,-2590.0,-475.0,3861.0
45.22306320515863,7.203772285903703,9.505171915383166,38.06799259355449,44.00679378816825,9.145758476444202,32.37574182852532,14.471705906862208,0.14299393978384456,0.8570060602161554,-1770.0,-2090.0,-475.0,3861.0
49.35192737012949,3.7818484214442187,20.03106859178375,26.83515561664254,37.421405683154106,15.44258843680068,36.435111016238494,10.70089486380672,0.17294322945736662,0.8270567705426334,-1770.0,-3090.0,-475.0,3861.0
45.46669271015718,7.331508870477786,14.180559431690892,33.02123898767414,44.389990531562916,8.516968723155989,31.302934493504935,15.790106251776162,0.28009451399345764,0.7199054860065424,-1770.0,-2590.0,25.0,3861.0
50.61315240666326,2.2890927395529994,17.42462289730203,29.673131956481708,34.702325292566684,18.657720223897833,39.43288720154662,7.207067281988859,0.05117535034434306,0.9488246496556569,-1770.0,-2590.0,-975.0,3861.0
48.68385291042868,3.795639360694548,11.155394713316726,36.365113015560034,40.54449888842945,12.898284056867626,35.36974567985004,11.18747137485288,0.07227981092500702,0.927720189074993,-1770.0,-2590.0,-475.0,4361.0
49.037419643548866,4.088157409912395,19.41903343406778,27.455389512470962,37.820167967184666,15.157356081057804,36.553035927952884,10.469440023804639,0.1664478158060837,0.8335521841939163,-1770.0,-2590.0,-475.0,3361.0
51.40248145148144,1.3953529826250506,16.710293773967024,30.491871791926496,35.52712314774531,17.626254699360057,39.478445299603834,7.368176853290802,0.07595127535000246,0.9240487246499975,-1570.0,-2590.0,-975.0,3861.0
49.89129295905833,3.076980606900993,17.828908619874355,29.202817814166327,34.81400824888003,18.333864947367864,39.81566996802698,7.036456835725141,0.06163020847299194,0.9383697915270081,-1970.0,-2590.0,-975.0,3861.0
50.56202458753722,2.15935703293851,14.97698709214915,32.30163128737512,36.68345574021208,16.51088077385111,38.562949294452444,8.242714191484378,0.04088723143442785,0.9591127685655721,-1770.0,-2390.0,-975.0,3861.0
50.663457366612874,2.3729840740048744,19.230688071330444,27.7328704880518,33.1329553036068,19.89116292488536,40.4631952488722,6.512686522635643,0.05804935322447058,0.9419506467755294,-1770.0,-2790.0,-975.0,3861.0
50.181131377948894,2.6499668958678986,16.30573758045159,30.86316414573162,36.916804864986815,16.40680838353572,38.55885294522706,8.117533806250417,0.062054385808133605,0.9379456141918664,-1770.0,-2590.0,-775.0,3861.0
51.19624856393546,1.6597326557389194,18.76887054923662,28.375148231088986,31.613429472835463,21.886262880523127,40.613611609924845,5.886696036716569,0.032113534865338966,0.967886465134661,-1770.0,-2590.0,-1175.0,3861.0
50.915942655641274,1.7520794211181114,16.33254218853734,30.99943573470327,33.730463831962666,19.29844485582956,39.794432277292344,7.1766590349154304,0.03813838655753199,0.961861613442468,-1770.0,-2590.0,-975.0,4061.0
50.91055366937292,2.0072793655685324,18.923776936018825,28.15839002903972,33.1686020299784,19.89423150945142,40.67496309114848,6.262203369421697,0.0432065158957603,0.9567934841042397,-1770.0,-2590.0,-975.0,3661.0
51.55035876595456,1.3207836742159205,18.695267866087733,28.433589693741794,31.939446325034883,21.60366246757573,40.506748480846724,5.950142726542652,0.026112701421551532,0.9738872985784485,-1670.0,-2590.0,-1175.0,3861.0
50.99448172085405,1.9926140224631284,18.950609485607107,28.062294771075724,31.59993903646801,21.892040593506024,40.57758954114417,5.930430828881801,0.03783752659467976,0.9621624734053202,-1870.0,-2590.0,-1175.0,3861.0
51.39216603358564,1.4611571324121668,17.770388491842695,29.376288342159505,32.54580128733171,20.74411772667459,40.187868125054074,6.522212860939641,0.03270095456926225,0.9672990454307377,-1770.0,-2490.0,-1175.0,3861.0
51.12392184171676,1.882453088560174,19.80268878426074,27.19093628546233,30.916724253361423,22.526487187413032,40.96316195111737,5.59362660810818,0.035585436774251966,0.964414563225748,-1770.0,-2690.0,-1175.0,3861.0
51.12903693028162,1.7440848612481974,18.275430345160718,28.851447863309467,32.62350973386824,20.381243699952797,40.7127728270958,6.2824737390831675,0.03304941163777253,0.9669505883622275,-1770.0,-2590.0,-1075.0,3861.0
51.44270983443854,1.5560510384437127,19.866613269750406,27.13462585736734,29.858779449882032,23.25798311603396,41.26406899118853,5.619168442895475,0.030150603000131393,0.9698493969998686,-1770.0,-2590.0,-1275.0,3861.0
51.4341144377314,1.4943463488871136,18.76079624778592,28.310742965595566,31.508421663411585,22.071235708451745,40.37631210648656,6.044030521650093,0.03130693490496905,0.968693065095031,-1770.0,-2590.0,-1175.0,3961.0
51.427388293970324,1.6158255442552845,19.99836402761467,26.958422134159715,30.481361561255653,22.926320662918496,41.05200399051219,5.540313785313642,0.030696091971791573,0.9693039080282084,-1770.0,-2590.0,-1175.0,3761.0
52.005096677800076,0.9728500556315741,19.375187235050014,27.646866031518343,30.921221382862953,22.30265879043243,40.95968802724421,5.8164317994603945,0.018423286154055418,0.9815767138459446,-1570.0,-2590.0,-1175.0,3861.0
51.50111154046246,1.5104856455905848,19.47675505348227,27.51164776046467,31.25175214518115,22.324121180443544,40.567138174445866,5.856988499929455,0.02958907489275353,0.9704109251072465,-1770.0,-2590.0,-1175.0,3861.0
51.83500905892748,1.0495984453728255,18.366363640212278,28.749028855487417,31.94100735371792,21.55006620787107,40.19283209007637,6.31609434833465,0.02025947473983314,0.9797405252601669,-1670.0,-2490.0,-1175.0,3861.0
51.57242558452182,1.486680201581351,20.418204907642004,26.522689306254815,29.93917856436692,23.315239474159448,41.32757098538807,5.418010976085568,0.028670456903160835,0.9713295430968392,-1670.0,-2690.0,-1175.0,3861.0
51.63643206444664,1.2916838395131656,18.812920752413046,28.25896334362717,31.857207253984036,21.523242602367443,40.51424041667334,6.105309726975172,0.02455995196708316,0.9754400480329168,-1670.0,-2590.0,-1075.0,3861.0
51.73111817046302,1.2605261677858697,19.9779934224292,27.03036223932191,30.26286439616112,22.84073272394102,41.26767786977967,5.6287250101181945,0.024145091315377676,0.9758549086846223,-1670.0,-2590.0,-1275.0,3861.0
51.716567726025694,1.1926958121426718,18.872511311260435,28.218225150571197,31.497802780514096,21.801192988453934,40.72679732713778,5.9742069038942,0.02614904557202813,0.9738509544279719,-1670.0,-2590.0,-1175.0,3961.0
51.693516296334565,1.3244515464382147,19.95887575877821,27.023156398449,30.80838417462941,22.74410864363599,41.05527081337594,5.392236368358656,0.025420823499902268,0.9745791765000977,-1670.0,-2590.0,-1175.0,3761.0
52.14859381016992,0.7791886219216096,19.317129982991812,27.755087584916648,31.016742842381074,21.983467178826373,41.2188802285798,5.7809097502127536,0.014844111171484209,0.9851558888285158,-1470.0,-2590.0,-1175.0,3861.0
51.76257145997249,1.2064680993680033,19.405098120867397,27.625862319792116,31.200075787801296,22.006736781203358,41.10130856418782,5.691878866807533,0.02337385037667139,0.9766261496233286,-1670.0,-2590.0,-1175.0,3861.0
52.14544875006574,0.784181169202075,18.493384924325472,28.576985156406714,32.00516757809548,21.50899435028656,40.217966265105545,6.267871806512406,0.019346716527382624,0.9806532834726174,-1570.0,-2490.0,-1175.0,3861.0
51.89249167838837,1.1825091893476702,20.445819590311448,26.47917954195251,30.47639958007598,23.076166244710553,41.04532124207986,5.402112933133616,0.022481600851634864,0.9775183991483651,-1570.0,-2690.0,-1175.0,3861.0
51.98512163644894,0.9751671533768269,18.844258992667275,28.19545221750695,31.95888812222784,21.354610841744424,40.62483980235232,6.061661233675411,0.019579922631371538,0.9804200773686285,-1570.0,-2590.0,-1075.0,3861.0
51.94375098334477,1.0111912615049958,19.9909442434179,27.054113511732325,30.4668107027053,23.106118388777027,40.909765889212736,5.517305019304943,0.019105588989141165,0.9808944110108588,-1570.0,-2590.0,-1275.0,3861.0
